season,episode,actor,dialogue
9,16,JERRY,"Right, right, the tractor story."
9,16,SOPHIE,"Are you sick, Raef? You sound kinda funny."
9,16,JERRY,I sound funny?
9,16,GEORGE,Abort! Abort!
9,16,JERRY,"Yeah I better get to a doctor, bye. That was close! What drives me to take chances like that?"
9,16,GEORGE,That was very real.
9,16,JERRY,She said there's some tractor story that she hasn't told me about.
9,16,GEORGE,"Woah, back it up, back it up. Beep, beep, beep. Tractor story?"
9,16,JERRY,"Beep, beep, beep? What are you doing?"
9,16,ELAINE,So where do you wanna eat?
9,16,PUDDY,Feels like an Arby's night.
9,16,ELAINE,Arby's. Beef and cheese and do you believe in god?
9,16,PUDDY,Yes.
9,16,ELAINE,"Oh. So, you're pretty religious?"
9,16,PUDDY,That's right.
9,16,ELAINE,So is it a problem that I'm not really religious?
9,16,PUDDY,Not for me.
9,16,ELAINE,Why not?
9,16,PUDDY,I'm not the one going to he'll.
9,16,GEORGE,You know what I think? I bet she stole a tractor.
9,16,JERRY,"No one's stealing a tractor, it's a five-mile-an-hour getaway. We're dancing around the obvious, it's gotta be disfigurement."
9,16,GEORGE,Does she walk around holding a pen she never seems to need?
9,16,JERRY,"No, she looks completely normal."
9,16,GEORGE,"Oh. Okay, here it is, I got it. She lost her thumbs in a tractor accident and they grafted her big toes on. They do it every day."
9,16,JERRY,You think she's got toes for thumbs?
9,16,GEORGE,"How's her handshake? A little firm, isn't it? Maybe a little too firm?"
9,16,JERRY,I don't know.
9,16,GEORGE,Hands a little smelly?
9,16,JERRY,Why do I seek your counsel?
9,16,ELAINE,We'll I'm going to he'll.
9,16,JERRY,That seems about right.
9,16,ELAINE,According to Puddy.
9,16,JERRY,"Hey, have you heard the one about the guy in he'll with the coffee and the doughtnuts and--"
9,16,ELAINE,I'm not in the mood.
9,16,GEORGE,I'll have some coffee and a doughnut.
9,16,JERRY,What do you care? You don't believe in he'll.
9,16,ELAINE,"I know, but he does."
9,16,JERRY,So it's more of a relationship problem than the final destination of your soul.
9,16,ELAINE,"Well, relationships are very important to me."
9,16,JERRY,Maybe you can strike one up with the prince of darkness as you burn for all eternity.
9,16,GEORGE,And a slice of devil's food cake.
9,16,GEORGE,Hey. Where is everyone?
9,16,KRUGER,"They're all off the project. They we're boring. George, you are my main man."
9,16,GEORGE,I am?
9,16,KRUGER,"I don't know what it is, I can't put my finger on it, but lately you have just seemed 'on'. And you always leave me wanting more."
9,16,GEORGE,This is a huge project involving lots of numbers and papers and folders.
9,16,KRUGER,"Ah, I'm not too worried about it. Let's get started."
9,16,GEORGE,Okay.
9,16,KRUGER,"George? Check it out. Three times around, no feet."
9,16,GEORGE,And?
9,16,KRUGER,All me.
9,16,DR. WEXLER,"Alright, and here are you ailments for this week. By the way, Mr. Kramer, you we're excellent."
9,16,KRAMER,"Oh, thank you."
9,16,MICKEY,Cirrhosis of the liver with jaundice! Alright I get to wear make-up! What did you get?
9,16,KRAMER,"Gonorrhea? Excuse me, I think there's been a mistake, see, I had gonorrhea last week."
9,16,DR. WEXLER,"Oh, it's no mistake. We loved what you did with it."
9,16,KRAMER,"I don't believe this, I'm being typecast."
9,16,SOPHIE,I move my knight... here. Check.
9,16,JERRY,"They should update these pieces, nobody rides horses anymore. Maybe they should change it to a tractor."
9,16,SOPHIE,"Jerry, are you embarrassed that you're losing?"
9,16,JERRY,"Losing? You know, yesterday I lost control of my car, almost bought the farm."
9,16,SOPHIE,Bought the farm?
9,16,JERRY,Tractor!
9,16,SOPHIE,"This is an odd side of you, Jerry. I feel uncomfortable."
9,16,JERRY,"Wait, don't go. Let's thumb wrestle."
9,16,GEORGE,A scar?
9,16,JERRY,A big long scar where her leg would dangle when she's riding a...?
9,16,GEORGE,A tractor.
9,16,JERRY,I'm sure she's a little self-conscious and doesn't like to talk about it.
9,16,GEORGE,I don't see why's she more self-conscious about that than her toe thumbs.
9,16,JERRY,She doesn't have toe thumbs.
9,16,GEORGE,"Well, if she keeps horsing around with that tractor--"
9,16,JERRY,Alright. So how's the two-man operation at Kruger?
9,16,GEORGE,"Two-man? It's all me. Kruger doesn't do anything; Disappears for hours at a time, gives me fake excuses. This afternoon I found him with sleep creases on his face. The only reason I got out to get a bite today was that he finally promised to buckle down and do some actual work. Oh, I don't believe this. This is what I have to put up with, Jerry. Mr. Kruger? Who said he was going to do some actual work today? Who?"
9,16,KRUGER,I'm not too worried about it.
9,16,GEORGE,We'll I am. Couldn't you try to go through some of that stuff I put in your shoebox?
9,16,KRUGER,"Alright, alright I'm going."
9,16,GEORGE,Huh-ho! Have you ever seen anything like this?
9,16,JERRY,Never.
9,16,PUDDY,"Elaine, they forgot to deliver your paper today. Why don't you just grab that one."
9,16,ELAINE,"''Cause that belongs to Mr. Potato Guy, that's his."
9,16,PUDDY,"C'mon, get it."
9,16,ELAINE,"We'll if you want it, you get it."
9,16,PUDDY,"Sorry, thou shalt not steal."
9,16,ELAINE,"Oh, but it's ok for me?"
9,16,PUDDY,"What do you care, you know where you're going."
9,16,ELAINE,"Alright, that is it! I can't live like this."
9,16,PUDDY,Nah.
9,16,ELAINE,C'mon.
9,16,PUDDY,"Alright, what did I do?"
9,16,ELAINE,"David, I'm going to he'll! The worst place in the world! With devils and those caves and the ragged clothing! And the heat! My god, the heat! I mean, what do you think about all that?"
9,16,PUDDY,Gonna be rough.
9,16,ELAINE,"Uh, you should be trying to save me!"
9,16,PUDDY,Don't boss me! This is why you're going to he'll.
9,16,ELAINE,"I am not going to he'll and if you think I'm going to he'll, you should care that I'm going to he'll even though I am not."
9,16,PUDDY,"You stole my Jesus fish, didn't you?"
9,16,ELAINE,"Yeah, that's right!"
9,16,MICKEY,"Oh, my liver! Why did I drink all those years? Why did I look for love in a bottle?"
9,16,DR. WEXLER,Mr. Kramer? You're up.
9,16,MICKEY,"Wait a minute. You are doing gonorrhea, aren't you?"
9,16,KRAMER,"Well, we'll see."
9,16,STUDENT #2,"So, what seems to be bothering you today, Mr. Kramer?"
9,16,KRAMER,"Well, I guess it started about twenty years ago when I got back from Viet Nam, and this was the only friend I had left."
9,16,MICKEY,Hey! That's my cirrhosis! He's stealing my cirrhosis!  You wanna be sick? I'll make you sick.
9,16,STUDENT #2,Cirrhosis of the liver and PCP addiction?
9,16,FATHER CURTIS,Let me see if I understand this. You're concerned that he isn't concerned that you're going to he'll. And you feel that she's too bossy.
9,16,ELAINE,"Yeah, that's right."
9,16,PUDDY,"Yeah, that's right."
9,16,FATHER CURTIS,"Well, oftentimes in cases of inter-faith marriages, couples have difficulty--"
9,16,FATHER CURTIS,You aren't?
9,16,PUDDY,No.
9,16,ELAINE,"We're just, you know, having a good time."
9,16,FATHER CURTIS,"Oh, Well then it's simple. You're both going to he'll."
9,16,PUDDY,"No way, this is bogus, man!"
9,16,ELAINE,"Well, thank you father."
9,16,FATHER CURTIS,"Oh, did you hear the one about the new guy in he'll who's talkng to the devil by the coffee machine?"
9,16,PUDDY,"I'm really not in the mood, I'm going to he'll."
9,16,ELAINE,"Oh, lighten up. It'll only feel like an eternity."
9,16,SOPHIE,"You know, Jerry, there's this thing that I haven't told you about. See, there was this tractor and, oh boy, this is really difficult."
9,16,JERRY,"Sophie, it's me. I know about the tractor story and I'm fine with it."
9,16,SOPHIE,How could you know?
9,16,JERRY,Shh. Shh. Shh. It's not important. What's important is I'm not gonna let a little thing like that ruin what could be a very long-term and meaningful relationship.
9,16,KRAMER,"...I didn't say that, no."
9,16,MICKEY,"You gave me gonorrhea, you didn't even tell me!"
9,16,KRAMER,"Well, I'm sorry. I gave you gonorrhea because I thought you'd have fun with it."
9,16,JERRY,"Hey, hey! I'm with someone."
9,16,KRAMER,Oh. Hello.
9,16,SOPHIE,"No, I understand. This could be a tough thing to deal with. The important thing is that you have a partner who's supportive."
9,16,KRAMER,You know? She's right.
9,16,SOPHIE,"Unfortunately, I didn't have a partner. I got gonorrhea from a tractor."
9,16,JERRY,You got gonorrhea from a tractor?? And you call *that* your tractor story??
9,16,KRAMER,You can't get it from that.
9,16,SOPHIE,But I did. My boyfriend said I got gonorrhea from riding the tractor in my bathing suit.
9,16,JERRY,"Alright, that's it for me. You've been great. Goodnight everybody."
9,16,GEORGE,Would you mind helping me out with some of this stuff?!?
9,16,KRUGER,You seem like you've got a pretty good handle on it.
9,16,GEORGE,"No! I don't! Don't you even care? This is your company! It's your name on the outside of the building! Speaking of which, the 'R' fell off and all it says now is K-uger!"
9,16,KRUGER,"K-uger, that sounds like one of those old-time car horns, huh? K-uger! K-uger!"
9,16,GEORGE,"Huh-ho! Oh! You are too much, Mr. Kruger! Too much!"
9,16,KRUGER,"Thank you George, you've been great. That's it for me."
9,16,GEORGE,"Oh no, you're not going out on a high note with me Mr. Kruger!"
9,16,KRUGER,It's K-uger!
9,16,GEORGE,No! No!
9,16,KRUGER,Goodnight everybody!
9,17,GEORGE,I read somewhere that this Brentano's is the place to meet girls in New York.
9,17,JERRY,"First it was the health club, then the supermarket, now the bookstore. They could put it anywhere they want, no one's meetin' anybody."
9,17,KRAMER,"Jerry, look at all these pagodas, huh? I gotta get over to Hong Kong before it all goes back to China.."
9,17,JERRY,You better hurry.
9,17,GEORGE,I'm gonna hit the head.
9,17,KRAMER,"Oh, boy, look at this. Hong Kong's outlawed the rickshaw. See, I always thought those would be perfect for New York."
9,17,JERRY,Yes. The city needs more slow-moving wicker vehicles.
9,17,KRAMER,"Hmm, Elaine's been to Hong Kong. I should give her a call."
9,17,JERRY,She's at that annual Peterman party tonight. You know the one she danced at last year?
9,17,KRAMER,"No, that wasn't dancing."
9,17,JERRY,"Hey, there's Leo."
9,17,KRAMER,Oh? Who's Leo?
9,17,JERRY,Uncle Leo.
9,17,KRAMER,"Oh, yeah. Right. Uncle, Leo. Forgot his first name.."
9,17,JERRY,Did I just see that?!
9,17,KRAMER,"Well, that ougta keep you busy for a few days, huh?"
9,17,WALTER,"So, Elaine.. are you going to dance this year?"
9,17,ELAINE,Maybe.. All over your face!
9,17,WAITER,"If you do dance, the cooks want to know - so they can be brought out of the kitchen. They missed it last year."
9,17,PETERMAN,"My friends, a toast. As the wolly-haired Melanasians of Papua, New Guinea once said,  All right! Who's dancing?  No one? Alright, I'll just have to get things started."
9,17,ZACH,"Hi, I'm Zach."
9,17,ELAINE,"Hi, I'm miserable."
9,17,MANAGER,"Excuse me, Sir. What are you doing?"
9,17,GEORGE,I'm all set.
9,17,MANAGER,Did you take that book with you into the bathroom?
9,17,GEORGE,What do you want to hear?
9,17,GEORGE,"They made me buy it.. A hundred bucks this thing cost me. How dare they?! I got news for you, if it wasn't for the toilet, there would be no books."
9,17,JERRY,Yeah. I understand Guttenberg used to spend a lot of time in there.
9,17,GEORGE,"They're selling coffee, bran muffins.. you're surrounded by reading material. It's entrapment!"
9,17,JERRY,'French Impressionist Paintings'?
9,17,GEORGE,I find the soothing pastorial images very conduc-
9,17,JERRY,Thank you very much.
9,17,GEORGE,"Well, I'm gonna go back there later and return it when there's different people working.. You want to catch a movie?"
9,17,JERRY,I can't. I'm meeting Uncle Leo. I saw him shoplifting at the bookstore.
9,17,GEORGE,"Alright, Leo! Stickin' it to the man!"
9,17,JERRY,Sleeping in the caragain?
9,17,ELAINE,Cocktail flu.
9,17,JERRY,"Oh, right. The big party.."
9,17,GEORGE,"You, uh, didn't dance again, did you?"
9,17,ELAINE,"No, I found a better way to humiliate myself. There was this guy, and we had a few too many.."
9,17,GEORGE,You went home with him?
9,17,ELAINE,Worse. We made out at the table like our plane was going down!
9,17,JERRY,"Ah, the drunken make-out. An office classic. Did you end up xeroxing anything?"
9,17,ELAINE,Do you know how embarrassing this is to someone in my position?
9,17,JERRY,What's your position?
9,17,ELAINE,I am an associate.
9,17,GEORGE,"Hey, me too."
9,17,WAITRESS,"Yeah, me too."
9,17,ELAINE,Oh God. Why did I do this? Now I'm the office skank.
9,17,GEORGE,"Well, unless you tell everybody you're dating."
9,17,ELAINE,"Ohh.. right. 'Cause if we're dating, what everyone saw was just a beautiful moment between two lovers."
9,17,JERRY,As opposed to a spirited bout of Skanko-Roman wrestling.
9,17,ELAINE,"Oh, bravo."
9,17,JERRY,"Oh, hey. Can I fix you fellas some drinks and sandwiches?"
9,17,KRAMER,"No, we've already eaten."
9,17,NEWMAN,But you can clear some of this stuff out of the way.
9,17,KRAMER,"Jerry, check this out. Remember my idea about rickshaws in New Youk? Well, we're gonna make it happen!"
9,17,JERRY,"No, you're not."
9,17,KRAMER,"Newman, he knows a guy in the Hong Kong post office.."
9,17,JERRY,"No, he doesn't."
9,17,NEWMAN,He's shipping us a rickshaw. It can't miss!
9,17,JERRY,"Yes, it can."
9,17,KRAMER,"We'll start out with one, and they when it catches on, we're gonna have a whole fleet!"
9,17,NEWMAN,It's the romance of the Handsome Cab without the guilt or dander of the equine.
9,17,JERRY,"So, who's gonna pull this thing?"
9,17,KRAMER,"Well, I just assumed you would."
9,17,NEWMAN,"Yeah, but I though-"
9,17,KRAMER,Da-da-da-da no.
9,17,JERRY,"My, isn't this an awkward moment?"
9,17,KRAMER,What about the homeless?
9,17,NEWMAN,Can't we worry about them later?
9,17,KRAMER,To pull the rickshaw.
9,17,NEWMAN,They do have an intimate knowledge of the street..
9,17,KRAMER,They're always walkin' around the city. Why not just strap something to them?!
9,17,JERRY,"Now, that's the first sensible idea I've heard all day."
9,17,LEO,"Jerry, hello!"
9,17,JERRY,"So, Leo, how's everything? You doin' Okay?"
9,17,LEO,I still have the ringing in the ears. Sounds like the phone.
9,17,JERRY,"Yeah, yeah. But what about money? Are you strapped? Do you need a little?"
9,17,LEO,"What, are you kidding? I should you loaning you money!  But I'm not."
9,17,JERRY,"Leo, I saw you in Brentano's yesterday."
9,17,LEO,Why didn't ya say hello?
9,17,JERRY,Because you we're too busy stealing a book.
9,17,LEO,You still say hello.
9,17,JERRY,"Leo, I saw you steal."
9,17,LEO,"Oh, they don't care. We all do it."
9,17,JERRY,"Who, criminals?"
9,17,LEO,Senior citizens. No big deal.
9,17,JERRY,You could get arrested.
9,17,LEO,Arrested? Come on!  I'm an old man. I'm confused! I thought I paid for it. What's my name? Will you take me home?
9,17,JERRY,Leo..
9,17,LEO,"Alright, alright. Mr. Goody Two-Shoes. You made your point."
9,17,JERRY,Thank you.
9,17,LEO,Will somebody answer that damn phone?!
9,17,ELAINE,"Of course Zach and I have been dating. What'd you think, I was the office skank?"
9,17,WALTER,We'll..
9,17,ELAINE,"`We'll`? We've been dating for three months. Between you and me, and.. anyone else you want to tell."
9,17,ELAINE,Oh man. Ugh..
9,17,WALTER,Isn't that Zach?
9,17,ELAINE,Yeah.
9,17,WALTER,Aren't you upset?
9,17,ELAINE,"Yes. Oh, man! Oh!"
9,17,KRAMER,"Alright, listen up. Now, you three have been hand-picked out of possibly dozens that applied. Now, what we're looking for are motivated, hard-working, homeless gentlemen like yourselves to pull rickshaws. Now, I don't caer where you're from, or how you got here, or what happened to your homes. But you will have to be physically fit."
9,17,HOMELESS MAN,The government!
9,17,KRAMER,Because to pull rickshaws means more than just strong legs. You're also going to need a we'll-toned upper body.
9,17,NEWMAN,"Alright, who's first?"
9,17,KRMAER,Hey.
9,17,NEWMAN,"Name, please."
9,17,HOMELESS MAN,Rusty.
9,17,NEWMAN,Rusty.
9,17,KRAMER,"You know, I once knew a horse named Rusty. No offence."
9,17,NEWMAN,"Alright, uh, take it down to the end of the block. Make a controlled turn, and bring her back. Let's see what you've got! Ok? Ready, and go!"
9,17,KRAMER,Giddy up! Good form.
9,17,NEWMAN,"Alright, pace yourself, ''Cause you're gonna have to do this all day for very little money."
9,17,KRAMER,"Hey, what's he doin'?"
9,17,NEWMAN,I think he stealing our rickshaw!
9,17,KRAMER,"Well, then, he's out!"
9,17,HOMELESS MAN #2,I'll take the job. Potato salad!`
9,17,GEORGE,"Yes, I, uh, I need to return this book."
9,17,CASHIER,"I'm sorry, we can't take this book back."
9,17,GEORGE,Why not?
9,17,CASHIER,It's been flagged.
9,17,GEORGE,Flagged?
